ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_condition,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: bomba de frío/calor,heating_calefacción central: eléctrica,heating_calefacción central: gas,heating_calefacción central: gas natural,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas,heating_calefacción individual: gas natural,heating_calefacción individual: gas propano/butano,heating_calefacción individual: gasoil,heating_heating,heating_no dispone de calefacción,heating_no dispone de calefacción: eléctrica,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_orientation,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
Anuncio actualizado el 7 de marzo,0,1,2.0,1,0,1989,en trámite,planta 2ª exterior,1,0,84304249,5,0,Valldemossa,"AV. DE PALAMA, 16"," AV. DE PALAMA, 16 , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",93,88,2019-04-08,212000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de mayo,1,0,4.0,1,0,,en trámite,,1,0,30046077,2,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",1097,,2019-04-08,1800000,0,4.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 8 de octubre,0,0,3.0,1,0,,en trámite,2 plantas,1,1,33132643,2,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",500,,2019-04-08,1250000,0,4.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de agosto,1,0,2.0,1,1,,en trámite,2 plantas,1,1,34079850,7,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",27000,,2019-04-08,1250000,0,4.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 28 de febrero,0,0,3.0,0,0,,no indicado,,0,0,39851769,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",1100,350,2019-04-08,1485000,0,5.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de noviembre,0,0,1.0,0,0,,no indicado,,0,0,82908508,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",30,,2019-04-08,395000,0,2.0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de diciembre,1,0,2.0,0,0,,no indicado,,1,0,83566538,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",18886,163,2019-04-08,809000,0,3.0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de marzo,0,0,4.0,0,0,,no indicado,,0,1,84766853,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",1144,,2019-04-08,1160000,0,5.0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,2.0,0,0,,no indicado,,0,0,84837115,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",142,118,2019-04-08,445000,0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de noviembre,0,0,1.0,0,0,,en trámite,1 planta,0,1,38849837,8,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",244,,2019-04-08,369000,0,5.0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de octubre,0,0,4.0,0,0,,en trámite,,1,1,40398649,2,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",580,,2019-04-08,2335000,0,9.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 30 de noviembre,0,0,3.0,0,0,,no indicado,,0,0,81582827,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",1025,200,2019-04-08,798000,0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de marzo,0,1,3.0,0,1,,en trámite,2 plantas,1,1,84517343,12,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",2000,,2019-04-08,750000,0,6.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de marzo,1,0,4.0,1,0,,en trámite,3 plantas,1,1,30181550,2,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",1000,,2019-04-08,2100000,0,5.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de octubre,1,0,4.0,0,0,1980,en trámite,2 plantas,1,0,31503556,2,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",3080,,2019-04-08,790000,0,4.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de marzo,0,0,3.0,0,0,1992,,,1,0,36781914,2,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",1850,229,2019-04-08,690000,0,6.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de febrero,1,1,5.0,1,0,1997,no indicado,,1,0,82033066,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",993,290,2019-04-08,625000,0,6.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de marzo,0,0,3.0,0,0,,,,1,1,84633110,3,,Valldemossa,Calle Xesc Forteza," Calle Xesc Forteza , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",251,246,2019-04-08,799800,0,5.0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 16 de marzo,1,0,3.0,1,0,,en trámite,,0,1,39921224,2,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",370,,2019-04-08,1480000,0,5.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,2.0,1,0,,en trámite,planta 1ª exterior,1,0,84272551,1,0,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",85,,2019-04-08,291000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 30 de noviembre,0,0,3.0,0,0,,no indicado,,0,0,81582707,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",1162,400,2019-04-08,1600000,0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 30 de noviembre,0,0,3.0,0,0,,no indicado,,0,0,81582759,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",1100,350,2019-04-08,1490000,0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 29 de enero,1,0,2.0,1,0,1975,en trámite,,0,1,36455962,2,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",904,180,2019-04-08,590000,0,5.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de marzo,0,1,3.0,1,0,1989,,2 plantas,1,1,84758068,2,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",900,250,2019-04-08,799800,0,5.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,3.0,1,0,,no indicado,2 plantas,1,1,37935272,2,,Valldemossa,"Calle Santiago Russiñol, 4"," Calle Santiago Russiñol, 4 , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",400,,2019-04-08,950000,0,4.0,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de marzo,0,0,1.0,0,0,,no indicado,,0,0,40053880,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",40,115,2019-04-08,330000,0,1.0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,0,1,3.0,1,0,2006,,2 plantas,1,1,83970449,2,,Valldemossa,"Calle de la Venerable Sor Aina, 33"," Calle de la Venerable Sor Aina, 33 , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",505,,2019-04-08,840000,0,5.0,1,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 7 de abril,0,0,2.0,0,1,1900,no indicado,2 plantas,0,1,84589800,12,,Valldemossa,"Calle de la Beata, 5"," Calle de la Beata, 5 , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",35,77,2019-04-08,230000,0,1.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 25 de febrero,0,0,6.0,0,0,,en trámite,,1,1,483590,2,,Valldemossa,Urb. Valdemossa," Urb. Valdemossa , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",1010,950,2019-04-08,3350000,0,6.0,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 28 de mayo,1,0,4.0,1,0,,,3 plantas,1,1,30130224,2,,Valldemossa,Urb. George Sand," Urb. George Sand , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",1000,450,2019-04-08,2165000,0,5.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 18 de marzo,0,0,3.0,0,0,,no indicado,,1,0,81561962,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",3727,240,2019-04-08,695000,0,4.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de febrero,0,0,2.0,1,1,,en trámite,2 plantas,1,1,81940922,7,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",4500,130,2019-04-08,1030000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 4 de diciembre,0,0,4.0,1,0,,en trámite,2 plantas,1,1,81290275,2,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",1000,450,2019-04-08,2100000,0,5.0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 5 de marzo,0,0,2.0,0,0,,en trámite,2 plantas,0,0,36044601,8,,Valldemossa,Calle de ses Filoses," Calle de ses Filoses , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",70,185,2019-04-08,275000,0,6.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de abril,0,0,3.0,0,0,,no indicado,,0,0,39804431,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",1000,210,2019-04-08,650000,0,4.0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 17 de abril,0,0,4.0,0,0,,no indicado,,1,0,40231645,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",1028,330,2019-04-08,1900000,0,5.0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de enero,1,0,4.0,0,0,,no indicado,,0,0,40245714,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",61,154,2019-04-08,380000,0,4.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de febrero,0,0,3.0,1,1,1891,no indicado,,1,1,36367708,7,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",299,290,2019-04-08,1570000,0,7.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de marzo,0,0,2.0,0,0,,no indicado,,0,0,82946673,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",4168,111,2019-04-08,1065000,0,2.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de febrero,1,0,2.0,0,0,,no indicado,,1,0,82976593,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",869,141,2019-04-08,590000,0,5.0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de marzo,1,0,2.0,0,1,1900,en trámite,,0,0,83250996,12,,Valldemossa,Urb. VALLDEMOSSA," Urb. VALLDEMOSSA , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",80,,2019-04-08,385000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de marzo,1,0,3.0,0,0,,no indicado,,0,0,83379471,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",17725,222,2019-04-08,1350000,0,3.0,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de diciembre,0,0,4.0,0,0,,no indicado,,0,0,83650406,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",493,284,2019-04-08,1250000,0,4.0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,1,3.0,0,1,,en trámite,3 plantas,1,1,84563313,7,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",50000,,2019-04-08,1600000,0,6.0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de octubre,1,0,4.0,1,0,2000,en trámite,2 plantas,1,1,37896599,2,,Valldemossa,Urb. GEORGE SAND," Urb. GEORGE SAND , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",1065,340,2019-04-08,2000000,0,4.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 21 de marzo,1,0,2.0,1,0,1991,en trámite,2 plantas,0,1,84330441,2,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",537,200,2019-04-08,752000,0,4.0,1,0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 12 de febrero,0,0,1.0,0,1,1870,no indicado,,0,1,31847371,12,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",220,,2019-04-08,426000,0,5.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 20 de marzo,0,0,2.0,1,1,,en trámite,2 plantas,0,1,84730315,10,,Valldemossa,Calle de Camí Antic a Palma," Calle de Camí Antic a Palma , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",440,,2019-04-08,850000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,1.0,0,0,,en trámite,1 planta,0,0,84792034,10,,Valldemossa,Calle de la Rosa," Calle de la Rosa , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",120,105,2019-04-08,330000,0,2.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de junio,0,0,2.0,0,1,1900,en trámite,3 plantas,0,0,37534510,12,,Valldemossa,Calle de ses Filoses," Calle de ses Filoses , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",116,229,2019-04-08,275000,0,5.0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de abril,0,1,2.0,1,0,,en trámite,planta 1ª exterior,0,0,83615954,1,0,Valldemossa,Calle del Pare Francesc Frau," Calle del Pare Francesc Frau , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",100,97,2019-04-08,257000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Anuncio actualizado el 2 de abril,1,0,2.0,1,0,2014,no indicado,,1,1,84665720,3,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",700,220,2019-04-08,725000,0,4.0,1,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 13 de febrero,0,0,3.0,1,0,,en trámite,2 plantas,1,1,81852197,6,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",500,300,2019-04-08,2121000,0,4.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 17 de enero,0,0,4.0,0,0,,,,1,1,82736341,2,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",545,,2019-04-08,750000,0,6.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de enero,1,0,5.0,1,0,,,3 plantas,1,1,84033342,2,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",2400,,2019-04-08,795000,0,5.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,1,0,3.0,1,0,,,3 plantas,1,1,37238355,2,,Valldemossa,"Urbanització George Sand, 35"," Urbanització George Sand, 35 , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",1100,,2019-04-08,1480000,0,5.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Anuncio actualizado el 28 de septiembre,1,1,10.0,1,0,2016,,3 plantas,1,1,82197554,2,,Valldemossa,"Calle Hongria, Valldemosa"," Calle Hongria, Valldemosa , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",23750,1185,2019-04-08,16000000,0,8.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de febrero,0,1,2.0,0,1,,inmueble exento,3 plantas,0,0,84043998,12,,Valldemossa,"Pare castañeda, 18"," Pare castañeda, 18 , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",150,,2019-04-08,370000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 30 de enero,1,1,4.0,1,0,,en trámite,2 plantas,1,1,37696398,2,,Valldemossa,Calle Polonia," Calle Polonia , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",200,195,2019-04-08,725000,0,4.0,1,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 5 de febrero,1,1,4.0,1,0,2012,en trámite,3 plantas,1,1,82115684,2,,Valldemossa,Urb. George Sand," Urb. George Sand , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",1510,600,2019-04-08,1995000,1,5.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Anuncio actualizado el 25 de marzo,1,1,3.0,1,0,,en trámite,2 plantas,1,1,84774867,2,,Valldemossa,Josep Coll Bardolet," Josep Coll Bardolet , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",724,247,2019-04-08,1500000,0,4.0,1,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de diciembre,1,0,2.0,0,0,,en trámite,,1,0,25189290,2,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",175,170,2019-04-08,590000,0,5.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,1,0,7.0,0,0,,en trámite,,0,1,84617863,2,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",31533,,2019-04-08,3950000,0,7.0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de marzo,0,0,5.0,1,0,1900,en trámite,,0,0,84655833,8,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",180,154,2019-04-08,375000,0,4.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de junio,1,0,2.0,1,0,,,2 plantas,1,1,26880642,2,,Valldemossa,," , Valldemossa , Mallorca, Balears (Illes) ",,"Mallorca, Balears (Illes)",25000,,2019-04-08,1050000,0,4.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
