ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_condition,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gas,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas natural,heating_heating,heating_no dispone de calefacción,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_orientation,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
Anuncio actualizado el 22 de diciembre,0,1,1.0,0,0,1973,no indicado,planta 2ª,0,0,83640014,2,1,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",105,94,2019-04-14,62500,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de enero,0,0,2.0,0,0,1957,no indicado,,0,0,83809642,0,,Sagunto/Sagunt,Distrito Centro - El Castillo," , Distrito Centro - El Castillo , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",110,106,2019-04-14,70000,0,4.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de enero,0,1,1.0,0,0,1971,no indicado,planta 3ª,0,0,83811931,2,0,Sagunto/Sagunt,Distrito Centro - El Castillo," , Distrito Centro - El Castillo , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",100,93,2019-04-14,39500,0,4.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de enero,0,0,1.0,0,1,,no indicado,1 planta,0,0,83902294,8,,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," Camino de Hostelera, 9 , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ","Camino de Hostelera, 9","Camp de Morvedre, València",8000,,2019-04-14,85000,0,3.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 2 de marzo,1,1,2.0,0,0,,no indicado,planta 2ª exterior,1,0,33950320,2,1,Sagunto/Sagunt,Distrito Antigua Moreria," , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",175,165,2019-04-14,100000,0,5.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Anuncio actualizado el 29 de enero,0,0,1.0,0,0,,no indicado,,0,0,27842969,3,,Sagunto/Sagunt,Distrito Centro - El Castillo," Calle Ramos, 6 , Distrito Centro - El Castillo , Sagunto/Sagunt , Camp de Morvedre, València ","Calle Ramos, 6","Camp de Morvedre, València",95,,2019-04-14,37000,0,3.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de febrero,0,0,1.0,0,0,1967,no indicado,planta 7ª,0,0,84109481,2,1,Sagunto/Sagunt,Distrito Antigua Moreria," , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",88,84,2019-04-14,62000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 4 de febrero,0,0,1.0,0,0,1966,no indicado,planta 1ª,0,0,84149925,2,0,Sagunto/Sagunt,Distrito Antigua Moreria," , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",91,81,2019-04-14,45000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 4 de febrero,1,1,2.0,1,0,2004,no indicado,planta 3ª,0,0,84149927,2,1,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",105,90,2019-04-14,125000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de marzo,1,1,2.0,0,0,1980,no indicado,planta 4ª,0,0,84237275,2,1,Sagunto/Sagunt,Distrito Antigua Moreria," , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",135,120,2019-04-14,80000,0,4.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Anuncio actualizado el 3 de marzo,0,0,1.0,0,0,,en trámite,planta 6ª exterior,0,0,84313236,13,1,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," Calle de Petrés, 3 , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ","Calle de Petrés, 3","Camp de Morvedre, València",120,96,2019-04-14,90000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de marzo,1,0,1.0,0,0,1973,no indicado,,0,1,84332912,1,,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",2375,150,2019-04-14,115000,0,4.0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de marzo,0,0,1.0,0,0,1973,,,0,0,84406570,2,,Sagunto/Sagunt,Distrito Centro - El Castillo," , Distrito Centro - El Castillo , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",94,,2019-04-14,42896,0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de marzo,0,0,1.0,1,0,,en trámite,1 planta,0,0,84547386,0,,Sagunto/Sagunt,Distrito Centro - El Castillo," , Distrito Centro - El Castillo , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",100,,2019-04-14,74000,0,4.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,0,0,2.0,0,0,,,,0,0,81475659,2,0,Sagunto/Sagunt,Distrito Antigua Moreria," , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",110,96,2019-04-14,47500,0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,0,0,1.0,0,0,,,,0,0,81475317,11,,Sagunto/Sagunt,Distrito Los Monasterios - El Picayo - Urbanizaciones," , Distrito Los Monasterios - El Picayo - Urbanizaciones , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",135,115,2019-04-14,46550,0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 4 de febrero,0,0,1.0,0,0,,,,0,0,81871573,2,0,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",83,73,2019-04-14,74500,0,2.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de marzo,0,0,2.0,1,0,,,,0,0,83554390,2,,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",107,,2019-04-14,52000,0,4.0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de marzo,0,0,2.0,0,0,,,,0,0,84062215,2,1,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",143,126,2019-04-14,104300,0,4.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 4 de abril,1,0,1.0,0,0,1965,no indicado,planta 3ª,0,0,84933963,2,0,Sagunto/Sagunt,Distrito Antigua Moreria," , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",67,60,2019-04-14,38000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Anuncio actualizado el 23 de marzo,0,0,1.0,0,0,,inmueble exento,planta 4ª,0,0,31367391,2,0,Sagunto/Sagunt,Distrito Centro - El Castillo," , Distrito Centro - El Castillo , Sagunto/Sagunt , Camp de Morvedre, València ",,"Camp de Morvedre, València",93,79,2019-04-14,60000,0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de febrero,1,0,2.0,1,0,,no indicado,planta 2ª exterior,1,0,1681721,2,1,Sagunto/Sagunt,Distrito Centro - El Castillo," Calle Capitán Pallares, 10 , Distrito Centro - El Castillo , Sagunto/Sagunt , Camp de Morvedre, València ","Calle Capitán Pallares, 10","Camp de Morvedre, València",110,,2019-04-14,150000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,1.0,0,0,,no indicado,planta 3ª exterior,0,0,1856363,2,0,Sagunto/Sagunt,Distrito Antigua Moreria," Calle la Rosa, 42 , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ","Calle la Rosa, 42","Camp de Morvedre, València",100,96,2019-04-14,60000,0,4.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de marzo,1,1,2.0,1,0,,no indicado,planta 4ª exterior,1,0,2058277,2,1,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," Calle Puig de Pasques, 4 , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ","Calle Puig de Pasques, 4","Camp de Morvedre, València",100,90,2019-04-14,100000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 1 de abril,1,0,1.0,1,0,,no indicado,planta 4ª exterior,0,0,2064182,2,0,Sagunto/Sagunt,Distrito Antigua Moreria," Calle Sants de la Pedra, 21 , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ","Calle Sants de la Pedra, 21","Camp de Morvedre, València",95,90,2019-04-14,50000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de abril,0,0,2.0,0,0,,no indicado,planta 5ª exterior,1,0,441598,13,1,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," Calle Parretes, 6 , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ","Calle Parretes, 6","Camp de Morvedre, València",160,,2019-04-14,180000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de abril,0,0,3.0,1,0,,no indicado,bajo exterior,1,1,28577295,7,1,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," Calle Pla de la Ramona, 4 , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ","Calle Pla de la Ramona, 4","Camp de Morvedre, València",132,110,2019-04-14,160000,0,3.0,1,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de abril,1,0,1.0,1,0,,no indicado,planta 3ª exterior,0,0,30191202,2,1,Sagunto/Sagunt,Distrito Centro - El Castillo," Calle Mayor, 71 , Distrito Centro - El Castillo , Sagunto/Sagunt , Camp de Morvedre, València ","Calle Mayor, 71","Camp de Morvedre, València",90,,2019-04-14,85000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 24 de marzo,0,1,1.0,0,0,,,planta 3ª exterior,0,0,32516805,2,0,Sagunto/Sagunt,Distrito Antigua Moreria," Calle d'almenara, 22 , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ","Calle d'almenara, 22","Camp de Morvedre, València",95,90,2019-04-14,40000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Anuncio actualizado el 31 de marzo,0,1,2.0,1,0,,,planta 4ª exterior,0,0,32816355,2,0,Sagunto/Sagunt,Distrito Antigua Moreria," Camino reial, 21 , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ","Camino reial, 21","Camp de Morvedre, València",216,162,2019-04-14,68000,0,5.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de febrero,0,0,1.0,1,0,,no indicado,planta 2ª exterior,0,0,1620561,2,0,Sagunto/Sagunt,Distrito Antigua Moreria," Calle Romeu, 14 , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ","Calle Romeu, 14","Camp de Morvedre, València",98,88,2019-04-14,60000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 27 de marzo,0,0,2.0,0,0,,no indicado,planta 1ª exterior,1,0,2036472,2,1,Sagunto/Sagunt,Distrito Centro - El Castillo," Calle Calvario, 35 , Distrito Centro - El Castillo , Sagunto/Sagunt , Camp de Morvedre, València ","Calle Calvario, 35","Camp de Morvedre, València",90,,2019-04-14,79000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de marzo,0,0,1.0,0,0,,no indicado,planta 4ª exterior,0,0,35299359,2,1,Sagunto/Sagunt,Distrito Antigua Moreria," Avenida Sants de la Pedra, 6 , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ","Avenida Sants de la Pedra, 6","Camp de Morvedre, València",80,,2019-04-14,70000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 23 de marzo,0,0,2.0,0,0,,no indicado,,0,0,35430941,2,1,Sagunto/Sagunt,Distrito Antigua Moreria," Calle marco , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ",Calle marco,"Camp de Morvedre, València",111,,2019-04-14,93600,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de febrero,1,0,1.0,0,0,,no indicado,planta 2ª exterior,1,0,28256979,2,1,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," Calle Parretes, 8 , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ","Calle Parretes, 8","Camp de Morvedre, València",85,75,2019-04-14,140000,0,2.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 4 de febrero,0,0,1.0,0,0,,,planta 4ª exterior,0,0,37362162,2,1,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," Calle de Torres Torres, 14 , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ","Calle de Torres Torres, 14","Camp de Morvedre, València",85,,2019-04-14,89999,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de noviembre,0,0,2.0,0,0,,,planta 4ª interior,0,0,37495997,2,1,Sagunto/Sagunt,Distrito Centro - El Castillo," Calle dos de mayo, 4 , Distrito Centro - El Castillo , Sagunto/Sagunt , Camp de Morvedre, València ","Calle dos de mayo, 4","Camp de Morvedre, València",140,,2019-04-14,92500,0,5.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,2.0,0,0,,,planta 3ª,0,0,36558717,2,0,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," Calle benavites , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ",Calle benavites,"Camp de Morvedre, València",145,112,2019-04-14,122000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,1.0,0,0,,,,0,0,38633568,1,,Sagunto/Sagunt,Distrito Centro - El Castillo," Calle de sang nova , Distrito Centro - El Castillo , Sagunto/Sagunt , Camp de Morvedre, València ",Calle de sang nova,"Camp de Morvedre, València",59,,2019-04-14,60000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,1.0,0,0,,no indicado,planta 3ª exterior,0,0,38676497,2,0,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," Calle Roma, 15 , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ","Calle Roma, 15","Camp de Morvedre, València",95,,2019-04-14,55000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de abril,0,0,2.0,1,0,,no indicado,planta 3ª exterior,1,0,38754247,2,1,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," Calle puig de pasques, 2 , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ","Calle puig de pasques, 2","Camp de Morvedre, València",90,84,2019-04-14,140000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de noviembre,1,0,1.0,0,0,,no indicado,planta 4ª exterior,0,0,38992139,2,0,Sagunto/Sagunt,Distrito Antigua Moreria," Avenida Sants de la Pedra, 12 , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ","Avenida Sants de la Pedra, 12","Camp de Morvedre, València",100,90,2019-04-14,40000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 11 de marzo,1,1,2.0,1,0,,,planta 2ª exterior,0,0,39196937,2,1,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," Avenida Sants de la Pedra, 77 , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ","Avenida Sants de la Pedra, 77","Camp de Morvedre, València",105,95,2019-04-14,148000,1,4.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 17 de febrero,0,0,2.0,1,0,,,planta 4ª exterior,1,0,39226490,2,1,Sagunto/Sagunt,Distrito Centro - El Castillo," Calle Gilet, 61 , Distrito Centro - El Castillo , Sagunto/Sagunt , Camp de Morvedre, València ","Calle Gilet, 61","Camp de Morvedre, València",117,115,2019-04-14,89999,0,4.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 27 de marzo,0,0,1.0,0,0,,,,0,0,40213101,1,,Sagunto/Sagunt,Distrito Antigua Moreria," Calle General Canino , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ",Calle General Canino,"Camp de Morvedre, València",224,,2019-04-14,138000,0,1.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,1.0,0,0,,,,0,0,40519953,1,,Sagunto/Sagunt,Distrito Centro - El Castillo," Calle Héroes , Distrito Centro - El Castillo , Sagunto/Sagunt , Camp de Morvedre, València ",Calle Héroes,"Camp de Morvedre, València",71,,2019-04-14,96400,0,1.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de marzo,0,0,0.0,0,0,,,bajo exterior,0,0,40568708,2,0,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," Calle Roma, 3 , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ","Calle Roma, 3","Camp de Morvedre, València",81,,2019-04-14,38000,0,1.0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de enero,0,1,2.0,1,0,,en trámite,planta 1ª exterior,1,0,40573045,2,1,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," Calle Pla d'Arguínes, 4 , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ","Calle Pla d'Arguínes, 4","Camp de Morvedre, València",105,,2019-04-14,110000,0,2.0,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de marzo,1,1,1.0,0,0,,,planta 4ª exterior,0,0,81332748,2,0,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," Avenida Doctor Palos, 20 N , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ","Avenida Doctor Palos, 20 N","Camp de Morvedre, València",90,,2019-04-14,28000,0,3.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,1,0,1.0,1,0,,en trámite,bajo exterior,0,0,81622022,2,0,Sagunto/Sagunt,Distrito Centro - El Castillo," Calle Mur de Santa Ana, 14 , Distrito Centro - El Castillo , Sagunto/Sagunt , Camp de Morvedre, València ","Calle Mur de Santa Ana, 14","Camp de Morvedre, València",90,80,2019-04-14,82550,0,3.0,1,0,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de abril,0,0,1.0,0,0,,,planta 3ª,0,0,81666726,2,0,Sagunto/Sagunt,Distrito Centro - El Castillo," Calle del Bon Succés , Distrito Centro - El Castillo , Sagunto/Sagunt , Camp de Morvedre, València ",Calle del Bon Succés,"Camp de Morvedre, València",137,,2019-04-14,95100,0,1.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,2.0,0,0,,,planta 2ª,0,0,81726594,2,1,Sagunto/Sagunt,Distrito Antigua Moreria," Plaza de Blasco Ibáñez , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ",Plaza de Blasco Ibáñez,"Camp de Morvedre, València",98,87,2019-04-14,82500,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,1,1,1.0,0,0,,no indicado,planta 1ª exterior,0,0,81912349,2,0,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," Calle Roma, 3 , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ","Calle Roma, 3","Camp de Morvedre, València",76,,2019-04-14,85000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,1.0,0,0,,,planta 10ª,0,0,82733765,2,1,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," Plaza del Cronista Chabret , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ",Plaza del Cronista Chabret,"Camp de Morvedre, València",150,118,2019-04-14,275250,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de abril,1,0,2.0,0,0,,en trámite,1 planta,1,1,82912551,1,,Sagunto/Sagunt,Distrito Doctor Palos - Alto Palancia," Camino viejo s/n , Distrito Doctor Palos - Alto Palancia , Sagunto/Sagunt , Camp de Morvedre, València ",Camino viejo s/n,"Camp de Morvedre, València",4155,,2019-04-14,160000,0,3.0,0,1,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,0,0,,no indicado,planta 1ª exterior,0,0,83059116,2,0,Sagunto/Sagunt,Distrito Antigua Moreria," Avenida del País Valencià, 53 , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ","Avenida del País Valencià, 53","Camp de Morvedre, València",110,100,2019-04-14,55000,0,4.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,1.0,0,0,,,planta 3ª,0,0,38824953,2,0,Sagunto/Sagunt,Distrito Antigua Moreria," Calle de la rosa , Distrito Antigua Moreria , Sagunto/Sagunt , Camp de Morvedre, València ",Calle de la rosa,"Camp de Morvedre, València",107,,2019-04-14,37065,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
